ds,yhat
2015-07-22,15.830702046321443
2015-07-23,15.698803529480404
2015-07-24,15.815672760653488
2015-07-25,15.789149305424193
2015-07-26,12.432377725154666
2015-07-27,15.94119751994887
2015-07-28,15.932520565069243
2015-07-29,15.832422498474948
2015-07-30,15.702353471429507
2015-07-31,15.821053932459533
2015-08-01,15.796287484925047
2015-08-02,12.441120885095168
2015-08-03,15.951316801746051
2015-08-04,15.94371413559196
2015-08-05,15.8443222555128
2015-08-06,15.71453446162698
2015-08-07,15.833046246076949
2015-08-08,15.8075902977637
2015-08-09,12.451218232729133
2015-08-10,15.959694598447731
2015-08-11,15.949877891597062
2015-08-12,15.847814904934046
2015-08-13,15.71495369046015
2015-08-14,15.830060706962175
2015-08-15,15.800954115526874
2015-08-16,12.44078324300988
2015-08-17,15.945419818917555
2015-08-18,15.931835801397115
2015-08-19,15.826194199781636
2015-08-20,15.690058286697088
2015-08-21,15.80230488368454
2015-08-22,15.77085380762463
2015-08-23,12.40894362398845
2015-08-24,15.912519438430422
2015-08-25,15.898607663304007
2015-08-26,15.793404278897
2015-08-27,15.658482081856974
2015-08-28,15.77270268864492
2015-08-29,15.743945445488407
2015-08-30,12.385383433844517
2015-08-31,15.892872321909486
2015-09-01,15.883326993042134
2015-09-02,15.7828124399003
2015-09-03,15.652754360483296
2015-09-04,15.771855144007963
2015-09-05,15.747827295428548
2015-09-06,12.393674366021289
2015-09-07,15.90508500190916
2015-09-08,15.898814890782848
2015-09-09,15.80078293612741
2015-09-10,15.67228693247182
2015-09-11,15.7919242676043
2015-09-12,15.767329545389506
2015-09-13,12.411459051533043
2015-09-14,15.919987545750274
2015-09-15,15.9096920512853
2015-09-16,15.80654888615759
2015-09-17,15.671949151220456
2015-09-18,15.78461817244946
2015-09-19,15.75235079297816
2015-09-20,12.388292471589253
2015-09-21,15.888331736475694
2015-09-22,15.869478761588011
2015-09-23,15.757956434406411
2015-09-24,15.615409280580984
2015-09-25,15.720815914508217
2015-09-26,15.682217101023491
2015-09-27,12.312989586205177
2015-09-28,15.80923145450996
2015-09-29,15.788133988528283
2015-09-30,15.676066604165104
2015-10-01,15.534780419300157
2015-10-02,15.643316300734805
2015-10-03,15.609729627575858
2015-10-04,12.247362054794335
2015-10-05,15.752226128335453
2015-10-06,15.741377786582978
2015-10-07,15.641003342571157
2015-10-08,15.512626486746518
2015-10-09,15.63502109789335
2015-10-10,15.615942003762669
2015-10-11,12.268403842138518
2015-10-12,15.78807370598654
2015-10-13,15.791652410107066
2015-10-14,15.704970750601124
2015-10-15,15.589206054514031
2015-10-16,15.72280455116772
2015-10-17,15.713221444755344
2015-10-18,12.373208576849311
2015-10-19,15.898215108975238
2015-10-20,15.904775824054308
2015-10-21,15.8186132014821
2015-10-22,15.700858375036832
2015-10-23,15.829976351479504
2015-10-24,15.813507254466913
2015-10-25,12.46435341099524
2015-10-26,15.978177684673351
2015-10-27,15.971787676437623
2015-10-28,15.871232016846433
2015-10-29,15.738013975846073
